ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""2502.17821""","=""1.56e+05""","=""1.46e-04""",C,"=""0.95815732""","=""5.91320801""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2502.44777""","=""3.69e+06""","=""2.84e-03""",C+,"=""0.85899575""","=""5.81351269""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2505.7629""","=""2.56e+07""","=""2.94e-02""",C+,"=""2.55917148""","=""7.5071336""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(1P*)""","=""t 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2507.32678""","=""2.04e+07""","=""2.47e-02""",C+,"=""2.58810592""","=""7.5329818""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3H).4s.4p.(1P*)""","=""t 3H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2508.65561""","=""1.93e+07""","=""2.34e-02""",B+,"=""0.95815732""","=""5.90041395""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2509.50878""","=""1.71e+06""","=""2.26e-03""",C+,"=""0.99011115""","=""5.93068755""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2511.59080""","=""1.29e+08""","=""8.71e-02""",B,"=""0.05156912""","=""4.98804995""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2513.03170""","=""2.19e+06""","=""1.70e-03""",C+,"=""0.85899575""","=""5.79264615""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d7.(4P).4p""","=""u 5D*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2513.12113""","=""2.00e+06""","=""1.89e-03""",B+,"=""0.05156912""","=""4.98504395""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2516.61051""","=""1.22e+06""","=""8.28e-04""",C,"=""1.55735733""","=""6.48399171""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(2P).4p""","=""u 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2517.00742""","=""3.73e+05""","=""3.54e-04""",C,"=""0.91460217""","=""5.84045966""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""2517.32822""","=""1.71e+06""","=""2.09e-03""",C,"=""0.95815732""","=""5.88338708""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(2G).4p""","=""z 1G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2518.41883""","=""1.58e+07""","=""2.10e-02""",B,"=""0.99011115""","=""5.91320801""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2518.85927""","=""1.93e+08""","=""1.10e-01""",B,"=""0.08728574""","=""5.00952178""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""2520.38748""","=""1.34e+07""","=""2.13e-02""",C+,"=""1.01105568""","=""5.93030716""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2522.67736""","=""2.42e+06""","=""1.79e-03""",C+,"=""0.91460217""","=""5.82938837""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2523.23859""","=""1.14e+06""","=""1.33e-03""",C+,"=""0.91460217""","=""5.82829520""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2523.60810""","=""2.13e+08""","=""2.03e-01""",B,"=""0.0000000""","=""4.91297355""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""2525.05154""","=""3.23e+08""","=""1.03e-01""",B,"=""0.11011433""","=""5.02027939""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""0""",3,1,,"=""T5720""","=""L11631""",
"=""2528.02544""","=""3.46e+07""","=""3.32e-02""",D+,"=""2.40407444""","=""7.3084633""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d6.(3H).4s.4p.(1P*)""","=""3I*""","=""6""",13,13,,"=""T5720""","=""L11631""",
"=""2528.19442""","=""1.93e+08""","=""1.85e-01""",B,"=""0.05156912""","=""4.95563019""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2529.89520""","=""9.91e+07""","=""9.51e-02""",B,"=""0.08728574""","=""4.98804995""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2530.0682""","=""4.86e+08""","=""6.53e-01""",B,"=""2.60850194""","=""7.5089311""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3F2).4s.4p.(1P*)""","=""r 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2530.59579""","=""3.83e+07""","=""3.68e-02""",B,"=""0.11011433""","=""5.00952178""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""2531.44792""","=""6.40e+05""","=""8.61e-04""",B,"=""0.08728574""","=""4.98504395""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2533.63720""","=""1.43e+06""","=""9.82e-04""",B,"=""0.95815732""","=""5.85168345""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2533.90228""","=""2.07e+07""","=""1.99e-02""",C+,"=""2.43269470""","=""7.3257089""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3H).4s.4p.(1P*)""","=""3I*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""2536.36874""","=""9.59e+07""","=""2.77e-01""",B,"=""0.12126572""","=""5.00952178""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""2537.93663""","=""3.70e+08""","=""4.12e-01""",B,"=""2.40407444""","=""7.28931061""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d6.(3H).4s.4p.(1P*)""","=""3I*""","=""7""",13,15,,"=""T5720""","=""L11631""",
"=""2538.22110""","=""3.19e+06""","=""3.76e-03""",C+,"=""1.48486439""","=""6.36955305""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(2H).4p""","=""u 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2539.46171""","=""2.74e+05""","=""3.40e-04""",C+,"=""0.95815732""","=""5.84045966""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2540.11934""","=""2.41e+06""","=""1.81e-03""",C+,"=""0.91460217""","=""5.79564049""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4P).4p""","=""u 5D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2541.42342""","=""1.41e+06""","=""1.36e-03""",B+,"=""0.08728574""","=""4.96581946""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2541.73504""","=""9.59e+07""","=""1.55e-01""",C+,"=""0.11011433""","=""4.98804995""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2542.86469""","=""4.47e+08""","=""5.12e-01""",C+,"=""2.43269470""","=""7.3084633""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3H).4s.4p.(1P*)""","=""3I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""2544.68622""","=""4.70e+08""","=""5.58e-01""",B,"=""2.45343044""","=""7.3257089""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(3H).4s.4p.(1P*)""","=""3I*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2545.42035""","=""2.86e+06""","=""1.67e-03""",C+,"=""0.99011115""","=""5.86098438""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""2546.74253""","=""7.16e+07""","=""9.75e-02""",C+,"=""0.08728574""","=""4.95563019""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2550.29013""","=""6.62e+05""","=""6.46e-04""",C+,"=""0.99011115""","=""5.85168345""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2550.37819""","=""2.31e+07""","=""2.90e-02""",B,"=""0.05156912""","=""4.91297355""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2553.37166""","=""6.19e+05""","=""1.01e-03""",B,"=""0.11011433""","=""4.96581946""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2553.59635""","=""1.43e+06""","=""9.97e-04""",C+,"=""0.95815732""","=""5.81343520""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2557.07049""","=""2.55e+06""","=""3.21e-03""",C+,"=""1.55735733""","=""6.40603863""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(2H).4p""","=""u 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2557.62960""","=""7.51e+05""","=""8.70e-04""",C+,"=""0.85899575""","=""5.70661711""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""2561.32477""","=""1.59e+06""","=""2.61e-03""",B,"=""1.01105568""","=""5.85168345""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2562.62281""","=""1.67e+06""","=""1.64e-03""",C+,"=""1.01105568""","=""5.84923154""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""2564.16739""","=""1.12e+06""","=""7.89e-04""",C+,"=""0.95815732""","=""5.79341882""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2565.32800""","=""1.43e+06""","=""2.35e-03""",C+,"=""1.01105568""","=""5.84412959""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2569.63406""","=""2.04e+06""","=""1.21e-03""",C+,"=""0.99011115""","=""5.81508605""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""2570.36668""","=""1.01e+06""","=""8.18e-04""",B+,"=""0.85899575""","=""5.68259542""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2570.51356""","=""1.17e+06""","=""1.16e-03""",C+,"=""0.99011115""","=""5.81343520""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2573.52437""","=""2.49e+06""","=""3.46e-03""",C+,"=""1.60789577""","=""6.42557692""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(2H).4p""","=""u 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2577.46161""","=""1.13e+07""","=""1.12e-02""",B+,"=""0.85899575""","=""5.66931758""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""2580.04220""","=""3.15e+05""","=""3.84e-04""",C+,"=""0.91460217""","=""5.72011266""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3I*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2585.30919""","=""3.15e+07""","=""3.73e-02""",B+,"=""0.85899575""","=""5.65471608""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""2594.92677""","=""1.86e+06""","=""1.46e-03""",B+,"=""0.91460217""","=""5.6925481""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2597.39356""","=""5.79e+04""","=""4.79e-05""",C+,"=""0.85899575""","=""5.63240401""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2600.34342""","=""1.47e+07""","=""1.49e-02""",B+,"=""0.91460217""","=""5.68259542""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""2606.43522""","=""1.45e+06""","=""1.47e-03""",B,"=""0.85899575""","=""5.61584517""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""2607.60504""","=""2.43e+07""","=""3.03e-02""",B+,"=""0.91460217""","=""5.66931758""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2609.9994""","=""4.60e+07""","=""4.70e-02""",C+,"=""2.75857762""","=""7.5089311""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3F2).4s.4p.(1P*)""","=""r 3G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2611.53003""","=""3.61e+05""","=""2.21e-04""",D,"=""0.08728574""","=""4.83485507""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""2613.55190""","=""5.07e+05""","=""3.71e-04""",C,"=""0.05156912""","=""4.79546566""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2615.27498""","=""1.80e+06""","=""1.32e-03""",B+,"=""0.95815732""","=""5.69892835""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2618.79941""","=""1.50e+07""","=""1.54e-02""",B+,"=""0.95815732""","=""5.6925481""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2619.49103""","=""5.21e+05""","=""4.17e-04""",B,"=""0.0000000""","=""4.73314079""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2624.14819""","=""8.61e+05""","=""8.89e-04""",D,"=""0.11011433""","=""4.83485507""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4F).4p""","=""y 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""2624.31629""","=""2.13e+07""","=""2.82e-02""",B+,"=""0.95815732""","=""5.68259542""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2628.00776""","=""1.09e+05""","=""1.13e-04""",B,"=""0.91460217""","=""5.63240401""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""2630.35639""","=""2.00e+06""","=""6.21e-03""",D+,"=""0.12126572""","=""4.83485507""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d7.(4F).4p""","=""y 3D*""","=""1""",1,3,,"=""T5783""","=""""",
"=""2633.02212""","=""1.21e+07""","=""1.26e-02""",B+,"=""0.99011115""","=""5.69892835""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2633.37852""","=""9.00e+05""","=""9.35e-04""",C,"=""0.08728574""","=""4.79546566""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2636.50477""","=""4.29e+06""","=""3.66e-03""",C,"=""2.43269470""","=""7.1352919""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3D).4s.4p.(3P*)""","=""t 3F*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2636.59458""","=""2.11e+07""","=""3.08e-02""",B+,"=""0.99011115""","=""5.6925481""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2637.26419""","=""7.86e+05""","=""1.00e-03""",B,"=""0.91460217""","=""5.61584517""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2641.81598""","=""7.71e+06""","=""6.28e-03""",D+,"=""2.45343044""","=""7.14657331""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(3D).4s.4p.(3P*)""","=""t 3F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2642.43260""","=""6.47e+06""","=""5.27e-03""",C,"=""0.91460217""","=""5.60664989""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2644.78596""","=""2.34e+07""","=""4.09e-02""",B+,"=""1.01105568""","=""5.69892835""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2646.20921""","=""3.38e+05""","=""5.91e-04""",C,"=""0.11011433""","=""4.79546566""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2648.34562""","=""5.20e+05""","=""5.47e-04""",B,"=""0.05156912""","=""4.73314079""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2652.49583""","=""9.72e+05""","=""1.32e-03""",B,"=""0.95815732""","=""5.63240401""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2656.93555""","=""1.63e+07""","=""1.99e-02""",B,"=""2.40407444""","=""7.0705105""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""7""",13,15,,"=""T5720""","=""L11631""",
"=""2657.58213""","=""1.45e+06""","=""1.87e-03""",B,"=""1.48486439""","=""6.15016512""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(2G).4p""","=""y 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2661.18895""","=""6.32e+05""","=""9.40e-04""",B,"=""0.99011115""","=""5.64908881""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2662.84828""","=""4.64e+06""","=""3.52e-03""",B,"=""0.95815732""","=""5.61423177""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""2667.19150""","=""1.79e+06""","=""1.91e-03""",B,"=""0.95815732""","=""5.60664989""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""2667.60524""","=""8.91e+06""","=""7.77e-03""",B+,"=""0.85899575""","=""5.50676735""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2667.75774""","=""5.16e+06""","=""6.73e-03""",B,"=""1.48486439""","=""6.13237029""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(2G).4p""","=""v 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2668.70570""","=""1.69e+05""","=""2.52e-04""",B,"=""0.08728574""","=""4.73314079""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2670.28651""","=""1.34e+07""","=""1.69e-02""",B,"=""2.43269470""","=""7.0757994""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""2674.00749""","=""2.27e+06""","=""2.43e-03""",B,"=""1.01105568""","=""5.64769932""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""2679.8181""","=""1.10e+07""","=""1.45e-02""",B,"=""2.45343044""","=""7.0800206""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""2679.85750""","=""1.50e+07""","=""1.61e-02""",B+,"=""0.85899575""","=""5.48551782""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""2681.24923""","=""3.42e+06""","=""3.68e-03""",B,"=""0.99011115""","=""5.61423177""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""2685.65273""","=""1.87e+05""","=""2.83e-04""",C+,"=""0.99011115""","=""5.60664989""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""2690.01087""","=""1.68e+07""","=""1.42e-02""",B+,"=""0.91460217""","=""5.52366156""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2690.62717""","=""3.04e+06""","=""4.24e-03""",C+,"=""1.55735733""","=""6.16536100""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(2G).4p""","=""y 3H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2690.84480""","=""1.69e+06""","=""1.83e-03""",D+,"=""2.45343044""","=""7.0610614""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(2H).4p""","=""v 1G*""","=""4""",9,9,,"=""T5720""","=""""",
"=""2690.86682""","=""2.53e+05""","=""2.14e-04""",C+,"=""0.0000000""","=""4.60759327""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""2693.04725""","=""6.27e+05""","=""6.82e-04""",C+,"=""1.48486439""","=""6.08872711""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""2693.44896""","=""3.99e+05""","=""7.23e-04""",C+,"=""1.01105568""","=""5.61423177""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""2695.83510""","=""4.77e+05""","=""4.25e-04""",B,"=""0.85899575""","=""5.45809748""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""2697.82110""","=""3.51e+06""","=""4.93e-03""",B,"=""1.55735733""","=""6.15307342""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(2G).4p""","=""v 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""2699.90720""","=""5.59e+06""","=""6.11e-03""",B+,"=""0.91460217""","=""5.50676735""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
